region,date,epi_week,newCases,accumCases,newDeaths,accumDeaths,newRecovered,newFollowup,pop
Midwest,2023-01-01,1,0,4164493,0,65522,NA,NA,16297074
Midwest,2023-01-02,1,4914,4169407,11,65533,NA,NA,16297074
Midwest,2023-01-03,1,7786,4177193,38,65571,NA,NA,16297074
Midwest,2023-01-04,1,4562,4181755,23,65594,NA,NA,16297074
Midwest,2023-01-05,1,3963,4185718,10,65604,NA,NA,16297074
Midwest,2023-01-06,1,3100,4188818,15,65619,NA,NA,16297074
Midwest,2023-01-07,1,6004,4194822,5,65624,NA,NA,16297074
Midwest,2023-01-08,2,361,4195183,2,65626,NA,NA,16297074
Midwest,2023-01-09,2,1233,4196416,0,65626,NA,NA,16297074
Midwest,2023-01-10,2,6089,4202505,20,65646,NA,NA,16297074
Midwest,2023-01-11,2,5411,4207916,21,65667,NA,NA,16297074
Midwest,2023-01-12,2,2956,4210872,16,65683,NA,NA,16297074
Midwest,2023-01-13,2,3331,4214203,6,65689,NA,NA,16297074
Midwest,2023-01-14,2,0,4214203,0,65689,NA,NA,16297074
Midwest,2023-01-15,3,1850,4216053,1,65690,NA,NA,16297074
Midwest,2023-01-16,3,1843,4217896,9,65699,NA,NA,16297074
Midwest,2023-01-17,3,4043,4221939,31,65730,NA,NA,16297074
Midwest,2023-01-18,3,2892,4224831,10,65740,NA,NA,16297074
Midwest,2023-01-19,3,2131,4226962,6,65746,NA,NA,16297074
Midwest,2023-01-20,3,2865,4229827,13,65759,NA,NA,16297074
Midwest,2023-01-21,3,1303,4231130,5,65764,NA,NA,16297074
Midwest,2023-01-22,4,165,4231295,0,65764,NA,NA,16297074
Midwest,2023-01-23,4,1494,4232789,5,65769,NA,NA,16297074
Midwest,2023-01-24,4,3681,4236470,13,65782,NA,NA,16297074
Midwest,2023-01-25,4,2835,4239305,17,65799,NA,NA,16297074
Midwest,2023-01-26,4,1501,4240806,0,65799,NA,NA,16297074
Midwest,2023-01-27,4,2623,4243429,13,65812,NA,NA,16297074
Midwest,2023-01-28,4,657,4244086,2,65814,NA,NA,16297074
Midwest,2023-01-29,5,105,4244191,0,65814,NA,NA,16297074
Midwest,2023-01-30,5,856,4245047,2,65816,NA,NA,16297074
Midwest,2023-01-31,5,2636,4247683,21,65837,NA,NA,16297074
Midwest,2023-02-01,5,421,4248104,0,65837,NA,NA,16297074
Midwest,2023-02-02,5,2051,4250155,5,65842,NA,NA,16297074
Midwest,2023-02-03,5,1499,4251654,12,65854,NA,NA,16297074
Midwest,2023-02-04,5,417,4252071,10,65864,NA,NA,16297074
Midwest,2023-02-05,6,82,4252153,0,65864,NA,NA,16297074
Midwest,2023-02-06,6,983,4253136,4,65868,NA,NA,16297074
Midwest,2023-02-07,6,2866,4256002,21,65889,NA,NA,16297074
Midwest,2023-02-08,6,1162,4257164,3,65892,NA,NA,16297074
Midwest,2023-02-09,6,1456,4258620,0,65892,NA,NA,16297074
Midwest,2023-02-10,6,1332,4259952,8,65900,NA,NA,16297074
Midwest,2023-02-11,6,875,4260827,2,65902,NA,NA,16297074
Midwest,2023-02-12,7,0,4260827,0,65902,NA,NA,16297074
Midwest,2023-02-13,7,353,4261180,2,65904,NA,NA,16297074
Midwest,2023-02-14,7,1651,4262831,12,65916,NA,NA,16297074
Midwest,2023-02-15,7,2024,4264855,4,65920,NA,NA,16297074
Midwest,2023-02-16,7,1187,4266042,8,65928,NA,NA,16297074
Midwest,2023-02-17,7,4472,4270514,4,65932,NA,NA,16297074
Midwest,2023-02-18,7,432,4270946,2,65934,NA,NA,16297074
Midwest,2023-02-19,8,12,4270958,0,65934,NA,NA,16297074
Midwest,2023-02-20,8,0,4270958,0,65934,NA,NA,16297074
Midwest,2023-02-21,8,1069,4272027,8,65942,NA,NA,16297074
Midwest,2023-02-22,8,46,4272073,0,65942,NA,NA,16297074
Midwest,2023-02-23,8,2471,4274544,6,65948,NA,NA,16297074
Midwest,2023-02-24,8,1338,4275882,10,65958,NA,NA,16297074
Midwest,2023-02-25,8,1014,4276896,0,65958,NA,NA,16297074
Midwest,2023-02-26,9,129,4277025,0,65958,NA,NA,16297074
Midwest,2023-02-27,9,381,4277406,2,65960,NA,NA,16297074
Midwest,2023-02-28,9,1963,4279369,13,65973,NA,NA,16297074
Midwest,2023-03-01,9,597,4279966,0,65973,NA,NA,16297074
Midwest,2023-03-02,9,1292,4281258,2,65975,NA,NA,16297074
Midwest,2023-03-03,9,960,4282218,2,65977,NA,NA,16297074
Midwest,2023-03-04,9,3504,4285722,15,65992,NA,NA,16297074
Midwest,2023-03-05,10,0,4285722,0,65992,NA,NA,16297074
Midwest,2023-03-06,10,0,4285722,0,65992,NA,NA,16297074
Midwest,2023-03-07,10,0,4285722,0,65992,NA,NA,16297074
Midwest,2023-03-08,10,0,4285722,0,65992,NA,NA,16297074
Midwest,2023-03-09,10,0,4285722,0,65992,NA,NA,16297074
Midwest,2023-03-10,10,0,4285722,0,65992,NA,NA,16297074
Midwest,2023-03-11,10,3892,4289614,10,66002,NA,NA,16297074
Midwest,2023-03-12,11,0,4289614,0,66002,NA,NA,16297074
Midwest,2023-03-13,11,0,4289614,0,66002,NA,NA,16297074
Midwest,2023-03-14,11,0,4289614,0,66002,NA,NA,16297074
Midwest,2023-03-15,11,0,4289614,0,66002,NA,NA,16297074
Midwest,2023-03-16,11,0,4289614,0,66002,NA,NA,16297074
Midwest,2023-03-17,11,0,4289614,0,66002,NA,NA,16297074
Midwest,2023-03-18,11,4525,4294139,21,66023,NA,NA,16297074
Midwest,2023-03-19,12,0,4294139,0,66023,NA,NA,16297074
Midwest,2023-03-20,12,0,4294139,0,66023,NA,NA,16297074
Midwest,2023-03-21,12,0,4294139,0,66023,NA,NA,16297074
Midwest,2023-03-22,12,0,4294139,0,66023,NA,NA,16297074
Midwest,2023-03-23,12,0,4294139,0,66023,NA,NA,16297074
Midwest,2023-03-24,12,0,4294139,0,66023,NA,NA,16297074
Midwest,2023-03-25,12,5544,4299683,26,66049,NA,NA,16297074
Midwest,2023-03-26,13,0,4299683,0,66049,NA,NA,16297074
Midwest,2023-03-27,13,0,4299683,0,66049,NA,NA,16297074
Midwest,2023-03-28,13,0,4299683,0,66049,NA,NA,16297074
Midwest,2023-03-29,13,0,4299683,0,66049,NA,NA,16297074
Midwest,2023-03-30,13,0,4299683,0,66049,NA,NA,16297074
Midwest,2023-03-31,13,0,4299683,0,66049,NA,NA,16297074
Midwest,2023-04-01,13,5502,4305185,24,66073,NA,NA,16297074
Midwest,2023-04-02,14,0,4305185,0,66073,NA,NA,16297074
Midwest,2023-04-03,14,0,4305185,0,66073,NA,NA,16297074
Midwest,2023-04-04,14,0,4305185,0,66073,NA,NA,16297074
Midwest,2023-04-05,14,0,4305185,0,66073,NA,NA,16297074
Midwest,2023-04-06,14,0,4305185,0,66073,NA,NA,16297074
Midwest,2023-04-07,14,0,4305185,0,66073,NA,NA,16297074
Midwest,2023-04-08,14,5810,4310995,17,66090,NA,NA,16297074
Midwest,2023-04-09,15,0,4310995,0,66090,NA,NA,16297074
Midwest,2023-04-10,15,0,4310995,0,66090,NA,NA,16297074
Midwest,2023-04-11,15,0,4310995,0,66090,NA,NA,16297074
Midwest,2023-04-12,15,0,4310995,0,66090,NA,NA,16297074
Midwest,2023-04-13,15,0,4310995,0,66090,NA,NA,16297074
Midwest,2023-04-14,15,0,4310995,0,66090,NA,NA,16297074
Midwest,2023-04-15,15,5567,4316562,19,66109,NA,NA,16297074
Midwest,2023-04-16,16,0,4316562,0,66109,NA,NA,16297074
Midwest,2023-04-17,16,0,4316562,0,66109,NA,NA,16297074
Midwest,2023-04-18,16,0,4316562,0,66109,NA,NA,16297074
Midwest,2023-04-19,16,0,4316562,0,66109,NA,NA,16297074
Midwest,2023-04-20,16,0,4316562,0,66109,NA,NA,16297074
Midwest,2023-04-21,16,0,4316562,0,66109,NA,NA,16297074
Midwest,2023-04-22,16,3682,4320244,25,66134,NA,NA,16297074
Midwest,2023-04-23,17,0,4320244,0,66134,NA,NA,16297074
Midwest,2023-04-24,17,0,4320244,0,66134,NA,NA,16297074
Midwest,2023-04-25,17,0,4320244,0,66134,NA,NA,16297074
Midwest,2023-04-26,17,0,4320244,0,66134,NA,NA,16297074
Midwest,2023-04-27,17,0,4320244,0,66134,NA,NA,16297074
Midwest,2023-04-28,17,0,4320244,0,66134,NA,NA,16297074
Midwest,2023-04-29,17,4688,4324932,20,66154,NA,NA,16297074
Midwest,2023-04-30,18,0,4324932,0,66154,NA,NA,16297074
Midwest,2023-05-01,18,0,4324932,0,66154,NA,NA,16297074
Midwest,2023-05-02,18,0,4324932,0,66154,NA,NA,16297074
Midwest,2023-05-03,18,0,4324932,0,66154,NA,NA,16297074
Midwest,2023-05-04,18,0,4324932,0,66154,NA,NA,16297074
Midwest,2023-05-05,18,0,4324932,0,66154,NA,NA,16297074
Midwest,2023-05-06,18,1344,4326276,7,66161,NA,NA,16297074
Midwest,2023-05-07,19,0,4326276,0,66161,NA,NA,16297074
Midwest,2023-05-08,19,0,4326276,0,66161,NA,NA,16297074
Midwest,2023-05-09,19,0,4326276,0,66161,NA,NA,16297074
Midwest,2023-05-10,19,0,4326276,0,66161,NA,NA,16297074
Midwest,2023-05-11,19,0,4326276,0,66161,NA,NA,16297074
Midwest,2023-05-12,19,0,4326276,0,66161,NA,NA,16297074
Midwest,2023-05-13,19,7499,4333775,34,66195,NA,NA,16297074
Midwest,2023-05-14,20,0,4333775,0,66195,NA,NA,16297074
Midwest,2023-05-15,20,0,4333775,0,66195,NA,NA,16297074
Midwest,2023-05-16,20,0,4333775,0,66195,NA,NA,16297074
Midwest,2023-05-17,20,0,4333775,0,66195,NA,NA,16297074
Midwest,2023-05-18,20,0,4333775,0,66195,NA,NA,16297074
Midwest,2023-05-19,20,0,4333775,0,66195,NA,NA,16297074
Midwest,2023-05-20,20,2431,4336206,7,66202,NA,NA,16297074
Midwest,2023-05-21,21,0,4336206,0,66202,NA,NA,16297074
Midwest,2023-05-22,21,0,4336206,0,66202,NA,NA,16297074
Midwest,2023-05-23,21,0,4336206,0,66202,NA,NA,16297074
Midwest,2023-05-24,21,0,4336206,0,66202,NA,NA,16297074
Midwest,2023-05-25,21,0,4336206,0,66202,NA,NA,16297074
Midwest,2023-05-26,21,0,4336206,0,66202,NA,NA,16297074
Midwest,2023-05-27,21,1944,4338150,23,66225,NA,NA,16297074
Midwest,2023-05-28,22,0,4338150,0,66225,NA,NA,16297074
Midwest,2023-05-29,22,0,4338150,0,66225,NA,NA,16297074
Midwest,2023-05-30,22,0,4338150,0,66225,NA,NA,16297074
Midwest,2023-05-31,22,0,4338150,0,66225,NA,NA,16297074
Midwest,2023-06-01,22,0,4338150,0,66225,NA,NA,16297074
Midwest,2023-06-02,22,0,4338150,0,66225,NA,NA,16297074
Midwest,2023-06-03,22,5247,4343397,26,66251,NA,NA,16297074
Midwest,2023-06-04,23,0,4343397,0,66251,NA,NA,16297074
Midwest,2023-06-05,23,0,4343397,0,66251,NA,NA,16297074
Midwest,2023-06-06,23,0,4343397,0,66251,NA,NA,16297074
Midwest,2023-06-07,23,0,4343397,0,66251,NA,NA,16297074
Midwest,2023-06-08,23,0,4343397,0,66251,NA,NA,16297074
Midwest,2023-06-09,23,0,4343397,0,66251,NA,NA,16297074
Midwest,2023-06-10,23,1544,4344941,18,66269,NA,NA,16297074
Midwest,2023-06-11,24,0,4344941,0,66269,NA,NA,16297074
Midwest,2023-06-12,24,0,4344941,0,66269,NA,NA,16297074
Midwest,2023-06-13,24,0,4344941,0,66269,NA,NA,16297074
Midwest,2023-06-14,24,0,4344941,0,66269,NA,NA,16297074
Midwest,2023-06-15,24,0,4344941,0,66269,NA,NA,16297074
Midwest,2023-06-16,24,0,4344941,0,66269,NA,NA,16297074
Midwest,2023-06-17,24,2789,4347730,30,66299,NA,NA,16297074
Midwest,2023-06-18,25,0,4347730,0,66299,NA,NA,16297074
Midwest,2023-06-19,25,0,4347730,0,66299,NA,NA,16297074
Midwest,2023-06-20,25,0,4347730,0,66299,NA,NA,16297074
Midwest,2023-06-21,25,0,4347730,0,66299,NA,NA,16297074
Midwest,2023-06-22,25,0,4347730,0,66299,NA,NA,16297074
Midwest,2023-06-23,25,0,4347730,0,66299,NA,NA,16297074
Midwest,2023-06-24,25,3469,4351199,15,66314,NA,NA,16297074
Midwest,2023-06-25,26,0,4351199,0,66314,NA,NA,16297074
Midwest,2023-06-26,26,0,4351199,0,66314,NA,NA,16297074
Midwest,2023-06-27,26,0,4351199,0,66314,NA,NA,16297074
Midwest,2023-06-28,26,0,4351199,0,66314,NA,NA,16297074
Midwest,2023-06-29,26,0,4351199,0,66314,NA,NA,16297074
Midwest,2023-06-30,26,0,4351199,0,66314,NA,NA,16297074
North,2023-01-01,1,0,2839575,0,51363,NA,NA,18430980
North,2023-01-02,1,2249,2841824,10,51373,NA,NA,18430980
North,2023-01-03,1,770,2842594,11,51384,NA,NA,18430980
North,2023-01-04,1,1277,2843871,3,51387,NA,NA,18430980
North,2023-01-05,1,1037,2844908,7,51394,NA,NA,18430980
North,2023-01-06,1,1175,2846083,13,51407,NA,NA,18430980
North,2023-01-07,1,526,2846609,5,51412,NA,NA,18430980
North,2023-01-08,2,257,2846866,3,51415,NA,NA,18430980
North,2023-01-09,2,1900,2848766,7,51422,NA,NA,18430980
North,2023-01-10,2,875,2849641,2,51424,NA,NA,18430980
North,2023-01-11,2,935,2850576,2,51426,NA,NA,18430980
North,2023-01-12,2,981,2851557,3,51429,NA,NA,18430980
North,2023-01-13,2,590,2852147,-2,51427,NA,NA,18430980
North,2023-01-14,2,305,2852452,0,51427,NA,NA,18430980
North,2023-01-15,3,70,2852522,1,51428,NA,NA,18430980
North,2023-01-16,3,1280,2853802,6,51434,NA,NA,18430980
North,2023-01-17,3,884,2854686,2,51436,NA,NA,18430980
North,2023-01-18,3,917,2855603,5,51441,NA,NA,18430980
North,2023-01-19,3,679,2856282,1,51442,NA,NA,18430980
North,2023-01-20,3,515,2856797,1,51443,NA,NA,18430980
North,2023-01-21,3,307,2857104,3,51446,NA,NA,18430980
North,2023-01-22,4,34,2857138,0,51446,NA,NA,18430980
North,2023-01-23,4,979,2858117,6,51452,NA,NA,18430980
North,2023-01-24,4,447,2858564,0,51452,NA,NA,18430980
North,2023-01-25,4,1010,2859574,2,51454,NA,NA,18430980
North,2023-01-26,4,456,2860030,6,51460,NA,NA,18430980
North,2023-01-27,4,548,2860578,0,51460,NA,NA,18430980
North,2023-01-28,4,289,2860867,1,51461,NA,NA,18430980
North,2023-01-29,5,58,2860925,0,51461,NA,NA,18430980
North,2023-01-30,5,1465,2862390,4,51465,NA,NA,18430980
North,2023-01-31,5,548,2862938,1,51466,NA,NA,18430980
North,2023-02-01,5,483,2863421,3,51469,NA,NA,18430980
North,2023-02-02,5,434,2863855,1,51470,NA,NA,18430980
North,2023-02-03,5,530,2864385,0,51470,NA,NA,18430980
North,2023-02-04,5,353,2864738,0,51470,NA,NA,18430980
North,2023-02-05,6,79,2864817,0,51470,NA,NA,18430980
North,2023-02-06,6,357,2865174,3,51473,NA,NA,18430980
North,2023-02-07,6,586,2865760,3,51476,NA,NA,18430980
North,2023-02-08,6,502,2866262,0,51476,NA,NA,18430980
North,2023-02-09,6,479,2866741,1,51477,NA,NA,18430980
North,2023-02-10,6,508,2867249,1,51478,NA,NA,18430980
North,2023-02-11,6,363,2867612,0,51478,NA,NA,18430980
North,2023-02-12,7,109,2867721,0,51478,NA,NA,18430980
North,2023-02-13,7,656,2868377,0,51478,NA,NA,18430980
North,2023-02-14,7,839,2869216,0,51478,NA,NA,18430980
North,2023-02-15,7,530,2869746,1,51479,NA,NA,18430980
North,2023-02-16,7,719,2870465,2,51481,NA,NA,18430980
North,2023-02-17,7,1004,2871469,3,51484,NA,NA,18430980
North,2023-02-18,7,563,2872032,0,51484,NA,NA,18430980
North,2023-02-19,8,248,2872280,0,51484,NA,NA,18430980
North,2023-02-20,8,273,2872553,2,51486,NA,NA,18430980
North,2023-02-21,8,222,2872775,1,51487,NA,NA,18430980
North,2023-02-22,8,295,2873070,0,51487,NA,NA,18430980
North,2023-02-23,8,1041,2874111,1,51488,NA,NA,18430980
North,2023-02-24,8,1281,2875392,5,51493,NA,NA,18430980
North,2023-02-25,8,845,2876237,2,51495,NA,NA,18430980
North,2023-02-26,9,184,2876421,1,51496,NA,NA,18430980
North,2023-02-27,9,526,2876947,3,51499,NA,NA,18430980
North,2023-02-28,9,1057,2878004,5,51504,NA,NA,18430980
North,2023-03-01,9,794,2878798,4,51508,NA,NA,18430980
North,2023-03-02,9,871,2879669,5,51513,NA,NA,18430980
North,2023-03-03,9,953,2880622,5,51518,NA,NA,18430980
North,2023-03-04,9,500,2881122,4,51522,NA,NA,18430980
North,2023-03-05,10,0,2881122,0,51522,NA,NA,18430980
North,2023-03-06,10,0,2881122,0,51522,NA,NA,18430980
North,2023-03-07,10,0,2881122,0,51522,NA,NA,18430980
North,2023-03-08,10,0,2881122,0,51522,NA,NA,18430980
North,2023-03-09,10,0,2881122,0,51522,NA,NA,18430980
North,2023-03-10,10,0,2881122,0,51522,NA,NA,18430980
North,2023-03-11,10,4247,2885369,19,51541,NA,NA,18430980
North,2023-03-12,11,0,2885369,0,51541,NA,NA,18430980
North,2023-03-13,11,0,2885369,0,51541,NA,NA,18430980
North,2023-03-14,11,0,2885369,0,51541,NA,NA,18430980
North,2023-03-15,11,0,2885369,0,51541,NA,NA,18430980
North,2023-03-16,11,0,2885369,0,51541,NA,NA,18430980
North,2023-03-17,11,0,2885369,0,51541,NA,NA,18430980
North,2023-03-18,11,2631,2888000,-8,51533,NA,NA,18430980
North,2023-03-19,12,0,2888000,0,51533,NA,NA,18430980
North,2023-03-20,12,0,2888000,0,51533,NA,NA,18430980
North,2023-03-21,12,0,2888000,0,51533,NA,NA,18430980
North,2023-03-22,12,0,2888000,0,51533,NA,NA,18430980
North,2023-03-23,12,0,2888000,0,51533,NA,NA,18430980
North,2023-03-24,12,0,2888000,0,51533,NA,NA,18430980
North,2023-03-25,12,3136,2891136,37,51570,NA,NA,18430980
North,2023-03-26,13,0,2891136,0,51570,NA,NA,18430980
North,2023-03-27,13,0,2891136,0,51570,NA,NA,18430980
North,2023-03-28,13,0,2891136,0,51570,NA,NA,18430980
North,2023-03-29,13,0,2891136,0,51570,NA,NA,18430980
North,2023-03-30,13,0,2891136,0,51570,NA,NA,18430980
North,2023-03-31,13,0,2891136,0,51570,NA,NA,18430980
North,2023-04-01,13,2314,2893450,24,51594,NA,NA,18430980
North,2023-04-02,14,0,2893450,0,51594,NA,NA,18430980
North,2023-04-03,14,0,2893450,0,51594,NA,NA,18430980
North,2023-04-04,14,0,2893450,0,51594,NA,NA,18430980
North,2023-04-05,14,0,2893450,0,51594,NA,NA,18430980
North,2023-04-06,14,0,2893450,0,51594,NA,NA,18430980
North,2023-04-07,14,0,2893450,0,51594,NA,NA,18430980
North,2023-04-08,14,1396,2894846,15,51609,NA,NA,18430980
North,2023-04-09,15,0,2894846,0,51609,NA,NA,18430980
North,2023-04-10,15,0,2894846,0,51609,NA,NA,18430980
North,2023-04-11,15,0,2894846,0,51609,NA,NA,18430980
North,2023-04-12,15,0,2894846,0,51609,NA,NA,18430980
North,2023-04-13,15,0,2894846,0,51609,NA,NA,18430980
North,2023-04-14,15,0,2894846,0,51609,NA,NA,18430980
North,2023-04-15,15,2023,2896869,10,51619,NA,NA,18430980
North,2023-04-16,16,0,2896869,0,51619,NA,NA,18430980
North,2023-04-17,16,0,2896869,0,51619,NA,NA,18430980
North,2023-04-18,16,0,2896869,0,51619,NA,NA,18430980
North,2023-04-19,16,0,2896869,0,51619,NA,NA,18430980
North,2023-04-20,16,0,2896869,0,51619,NA,NA,18430980
North,2023-04-21,16,0,2896869,0,51619,NA,NA,18430980
North,2023-04-22,16,2039,2898908,15,51634,NA,NA,18430980
North,2023-04-23,17,0,2898908,0,51634,NA,NA,18430980
North,2023-04-24,17,0,2898908,0,51634,NA,NA,18430980
North,2023-04-25,17,0,2898908,0,51634,NA,NA,18430980
North,2023-04-26,17,0,2898908,0,51634,NA,NA,18430980
North,2023-04-27,17,0,2898908,0,51634,NA,NA,18430980
North,2023-04-28,17,0,2898908,0,51634,NA,NA,18430980
North,2023-04-29,17,6323,2905231,23,51657,NA,NA,18430980
North,2023-04-30,18,0,2905231,0,51657,NA,NA,18430980
North,2023-05-01,18,0,2905231,0,51657,NA,NA,18430980
North,2023-05-02,18,0,2905231,0,51657,NA,NA,18430980
North,2023-05-03,18,0,2905231,0,51657,NA,NA,18430980
North,2023-05-04,18,0,2905231,0,51657,NA,NA,18430980
North,2023-05-05,18,0,2905231,0,51657,NA,NA,18430980
North,2023-05-06,18,-3365,2901866,22,51679,NA,NA,18430980
North,2023-05-07,19,0,2901866,0,51679,NA,NA,18430980
North,2023-05-08,19,0,2901866,0,51679,NA,NA,18430980
North,2023-05-09,19,0,2901866,0,51679,NA,NA,18430980
North,2023-05-10,19,0,2901866,0,51679,NA,NA,18430980
North,2023-05-11,19,0,2901866,0,51679,NA,NA,18430980
North,2023-05-12,19,0,2901866,0,51679,NA,NA,18430980
North,2023-05-13,19,1741,2903607,4,51683,NA,NA,18430980
North,2023-05-14,20,0,2903607,0,51683,NA,NA,18430980
North,2023-05-15,20,0,2903607,0,51683,NA,NA,18430980
North,2023-05-16,20,0,2903607,0,51683,NA,NA,18430980
North,2023-05-17,20,0,2903607,0,51683,NA,NA,18430980
North,2023-05-18,20,0,2903607,0,51683,NA,NA,18430980
North,2023-05-19,20,0,2903607,0,51683,NA,NA,18430980
North,2023-05-20,20,2119,2905726,15,51698,NA,NA,18430980
North,2023-05-21,21,0,2905726,0,51698,NA,NA,18430980
North,2023-05-22,21,0,2905726,0,51698,NA,NA,18430980
North,2023-05-23,21,0,2905726,0,51698,NA,NA,18430980
North,2023-05-24,21,0,2905726,0,51698,NA,NA,18430980
North,2023-05-25,21,0,2905726,0,51698,NA,NA,18430980
North,2023-05-26,21,0,2905726,0,51698,NA,NA,18430980
North,2023-05-27,21,1992,2907718,6,51704,NA,NA,18430980
North,2023-05-28,22,0,2907718,0,51704,NA,NA,18430980
North,2023-05-29,22,0,2907718,0,51704,NA,NA,18430980
North,2023-05-30,22,0,2907718,0,51704,NA,NA,18430980
North,2023-05-31,22,0,2907718,0,51704,NA,NA,18430980
North,2023-06-01,22,0,2907718,0,51704,NA,NA,18430980
North,2023-06-02,22,0,2907718,0,51704,NA,NA,18430980
North,2023-06-03,22,2638,2910356,10,51714,NA,NA,18430980
North,2023-06-04,23,0,2910356,0,51714,NA,NA,18430980
North,2023-06-05,23,0,2910356,0,51714,NA,NA,18430980
North,2023-06-06,23,0,2910356,0,51714,NA,NA,18430980
North,2023-06-07,23,0,2910356,0,51714,NA,NA,18430980
North,2023-06-08,23,0,2910356,0,51714,NA,NA,18430980
North,2023-06-09,23,0,2910356,0,51714,NA,NA,18430980
North,2023-06-10,23,548,2910904,-89,51625,NA,NA,18430980
North,2023-06-11,24,0,2910904,0,51625,NA,NA,18430980
North,2023-06-12,24,0,2910904,0,51625,NA,NA,18430980
North,2023-06-13,24,0,2910904,0,51625,NA,NA,18430980
North,2023-06-14,24,0,2910904,0,51625,NA,NA,18430980
North,2023-06-15,24,0,2910904,0,51625,NA,NA,18430980
North,2023-06-16,24,0,2910904,0,51625,NA,NA,18430980
North,2023-06-17,24,1422,2912326,105,51730,NA,NA,18430980
North,2023-06-18,25,0,2912326,0,51730,NA,NA,18430980
North,2023-06-19,25,0,2912326,0,51730,NA,NA,18430980
North,2023-06-20,25,0,2912326,0,51730,NA,NA,18430980
North,2023-06-21,25,0,2912326,0,51730,NA,NA,18430980
North,2023-06-22,25,0,2912326,0,51730,NA,NA,18430980
North,2023-06-23,25,0,2912326,0,51730,NA,NA,18430980
North,2023-06-24,25,1171,2913497,10,51740,NA,NA,18430980
North,2023-06-25,26,0,2913497,0,51740,NA,NA,18430980
North,2023-06-26,26,0,2913497,0,51740,NA,NA,18430980
North,2023-06-27,26,0,2913497,0,51740,NA,NA,18430980
North,2023-06-28,26,0,2913497,0,51740,NA,NA,18430980
North,2023-06-29,26,0,2913497,0,51740,NA,NA,18430980
North,2023-06-30,26,0,2913497,0,51740,NA,NA,18430980
Northeast,2023-01-01,1,0,7206999,0,133829,NA,NA,57071654
Northeast,2023-01-02,1,3266,7210265,22,133851,NA,NA,57071654
Northeast,2023-01-03,1,4389,7214654,39,133890,NA,NA,57071654
Northeast,2023-01-04,1,4649,7219303,18,133908,NA,NA,57071654
Northeast,2023-01-05,1,4055,7223358,23,133931,NA,NA,57071654
Northeast,2023-01-06,1,4014,7227372,23,133954,NA,NA,57071654
Northeast,2023-01-07,1,1717,7229089,6,133960,NA,NA,57071654
Northeast,2023-01-08,2,370,7229459,2,133962,NA,NA,57071654
Northeast,2023-01-09,2,2318,7231777,12,133974,NA,NA,57071654
Northeast,2023-01-10,2,2004,7233781,17,133991,NA,NA,57071654
Northeast,2023-01-11,2,5726,7239507,21,134012,NA,NA,57071654
Northeast,2023-01-12,2,1871,7241378,21,134033,NA,NA,57071654
Northeast,2023-01-13,2,5294,7246672,6,134039,NA,NA,57071654
Northeast,2023-01-14,2,1462,7248134,7,134046,NA,NA,57071654
Northeast,2023-01-15,3,491,7248625,2,134048,NA,NA,57071654
Northeast,2023-01-16,3,1872,7250497,21,134069,NA,NA,57071654
Northeast,2023-01-17,3,2361,7252858,13,134082,NA,NA,57071654
Northeast,2023-01-18,3,4681,7257539,18,134100,NA,NA,57071654
Northeast,2023-01-19,3,2483,7260022,17,134117,NA,NA,57071654
Northeast,2023-01-20,3,2474,7262496,5,134122,NA,NA,57071654
Northeast,2023-01-21,3,563,7263059,1,134123,NA,NA,57071654
Northeast,2023-01-22,4,54,7263113,3,134126,NA,NA,57071654
Northeast,2023-01-23,4,2114,7265227,14,134140,NA,NA,57071654
Northeast,2023-01-24,4,3649,7268876,19,134159,NA,NA,57071654
Northeast,2023-01-25,4,3848,7272724,15,134174,NA,NA,57071654
Northeast,2023-01-26,4,2257,7274981,15,134189,NA,NA,57071654
Northeast,2023-01-27,4,3299,7278280,8,134197,NA,NA,57071654
Northeast,2023-01-28,4,358,7278638,4,134201,NA,NA,57071654
Northeast,2023-01-29,5,91,7278729,0,134201,NA,NA,57071654
Northeast,2023-01-30,5,1613,7280342,17,134218,NA,NA,57071654
Northeast,2023-01-31,5,1544,7281886,10,134228,NA,NA,57071654
Northeast,2023-02-01,5,2976,7284862,13,134241,NA,NA,57071654
